Brand,Name,Price,Rating,Product URL,Image URL,Category,Price Category,Ingredients,Gender
guerlain,abeille royale daily repair serum 30ml,89.6,4.225,https://www.sephora.co.uk/p/GUERLAIN-Abeille-Royale-Daily-Repair-Serum-30ml,https:////asset.sephora.co.uk/img/products/55188/GUERLAIN_Abeille_Royale_Serum_30ml_1422011000_listing.jpg,Serums,High-end,"Aqua (Water), Glycerin, Mel (Honey), Royal Jelly, Propanediol, Phenoxyethanol, Glyceryl Polymethacrylate, Caprylic/Capric Triglyceride, Pentylene Glycol, Propylene Glycol, Hydrogenated Polyisobutene, Methyl Gluceth-20, Hydroxyethylcellulose, Parfum (Fragrance), Peg-8, Calcium Alginate, Ethylhexyl Methoxycinnamate, Tocopheryl Acetate, Gellan Gum, Synthetic Fluorphlogopite, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Sodium Polyacrylate, Centella Asiatica Leaf Extract, Ci 77891 (Titanium Dioxide), Adenosine, Tetrasodium Edta, Butyl Methoxydibenzoylmethane, Butylene Glycol Dicaprylate/Dicaprate, Malva Sylvestris (Mallow) Extract, Tromethamine, Limonene, Sodium Lactate, Benzyl Salicylate, Ci 77491 (Iron Oxides), Sodium Metabisulfite, Geraniol, Hydroxycitronellal, Bht, Alpha-Isomethyl Ionone, Citronellol, Linalool, Ci 19140 (Yellow 5), Palmitoyl Hexapeptide-12, Tocopherol, Ci 14700 (Red 4).
            ",Womens
sisley,sisleÿa l'integral anti-age anti-wrinkled serum 30ml,342.4,5,https://www.sephora.co.uk/p/SISLEY-Sisleya-LIntegral-Anti-Age-Anti-Wrinkled-Serum-30ml,https:////asset.sephora.co.uk/img/products/105778/sisley_sisleya_l_integral_anti_age_anti_wrinkled_serum_30ml_fr-1675844369_listing.jpg,Serums,High-end,"WATER/EAU (AQUA), GLYCERIN, BUTYLENE GLYCOL, POLYACRYLATE CROSSPOLYMER-6, PENTYLENE GLYCOL, TOCOPHERYLACETATE, AVENA SATIVA (OAT) KERNEL EXTRACT, ROSA CANINA FRUIT EXTRACT, HYDROLYZED SOY PROTEIN, IRIS FLORENTINAROOT EXTRACT, YEAST (FAEX) EXTRACT, SACCHARIDE HYDROLYSATE, ADENOSINE, SALIX ALBA (WILLOW) LEAF EXTRACT, ALBIZIAJULIBRISSIN BARK EXTRACT, THEOBROMA CACAO (COCOA) SEED EXTRACT, HYDROLYZED YEAST PROTEIN, LAVANDULAANGUSTIFOLIA (LAVENDER) OIL, THYMUS MASTICHINA FLOWER OIL, DIMETHICONE, DIMETHICONOL, DISODIUM EDTA,ETHYLHEXYLGLYCERIN, CITRIC ACID, SODIUM HYDROXIDE, PHENOXYETHANOL, SODIUM BENZOATE, LINALOOL, LIMONENEGERANIOL. IL#1A""""

Složení produktu se muže lišit, prosíme vždy zkontrolujte složení na obalu produktu.
            ",Womens
shiseido,vital perfection liftdefine radiance serum 80ml,148.3,4.495,https://www.sephora.co.uk/p/Shiseido-Vital-Perfection-LiftDefine-Radiance-Serum-80ml,https:////asset.sephora.co.uk/img/products/157825/shiseido_vital_perfection_liftdefine_radiance_serum_80ml_1633699945_listing.jpg,Serums,High-end,"Water(Aqua/Eau), Dipropylene Glycol, Dimethicone, Glycerin, Butylene Glycol, Behenyl Alcohol, Maltitol, Triethylhexanoin, Potassium Methoxysalicylate, Polyvinyl Alcohol, PEG/PPG-14/7 Dimethyl Ether, Phenoxyethanol, Trimethylsiloxysilicate, Batyl Alcohol, Behenic Acid, PEG-60 Glyceryl Isostearate, PEG-10 Dimethicone, Fragrance (Parfum), Phytosteryl/Octyldodecyl Lauroyl Glutamate, Disodium EDTA, Myristyl Myristate, Tocopheryl Acetate, Rosa Damascena Flower Water, Potassium Hydroxide, Sodium Citrate, 2-O-Ethyl Ascorbic Acid, Alcohol, Caffeine, Citric Acid, Lavandula Angustifolia (Lavender) Oil, Sodium Metaphosphate, PPG-3 Dipivalate, Limonene, Hexyl Cinnamal, Linalool, Tocopherol, Glucosamine Hcl, Citronellol, Lilium Candidum Bulb Extract, Sodium Metabisulfite, Angelica Acutiloba Root Extract, Angelica Keiskei Leaf/Stem Extract, Olea Europaea (Olive) Leaf Extract, Lamium Album Flower/Leaf/Stem Extract, Camellia Sinensis Leaf Extract, Inositol, Carthamus Tinctorius (Safflower) Flower Extract, Iron Oxides (CI 77492), Ziziphus Jujuba Fruit Extract, Iron Oxides (CI 77491), Rosmarinus Officinalis (Rosemary) Leaf Extract (Rosmarinus Officinalis Leaf Extract), Cellulose, Nasturtium Officinale Leaf/Stem Extract, Cinnamomum Cassia Bark Extract, Bupleurum Falcatum Root Extract.
            ",Womens
sisley,sisleÿa l'intégral anti-âge radiance anti-dark spot serum 30ml,342.4,5,https://www.sephora.co.uk/p/SISLEY-Sisleya-LIntegral-Anti-Age-Radiance-Anti-Dark-Spot-Serum-30ml,https:////asset.sephora.co.uk/img/products/171115/sisley_sisleya_l_integral_anti_age_radiance_anti_dark_spot_serum_30ml-1727335651_listing.jpg,Serums,High-end,"AQUA/WATER/EAU, PROPYLHEPTYL CAPRYLATE, GLYCERIN, ISOSTEARYL ALCOHOL, BUTYLENE GLYCOL COCOATE, PENTYLENE GLYCOL, ISOSTEARYL ISOSTEARATE, SACCHARIDE ISOMERATE, HEXYLRESORCINOL, AVENA SATIVA (OAT) KERNEL EXTRACT, LANSIUM DOMESTICUM LEAF EXTRACT, HYDROLYZED SOY PROTEIN, ADENOSINE, ROSA CANINA FRUIT EXTRACT, MAGNESIUM ASPARTATE, ZINC GLUCONATE, SACCHARIDE HYDROLYSATE, ALBIZIA JULIBRISSIN BARK EXTRACT, GINKGO BILOBA LEAF EXTRACT, COPPER GLUCONATE, HYDROLYZED YEAST PROTEIN, THYMUS MASTICHINA FLOWER OIL, LAVANDULA ANGUSTIFOLIA (LAVENDER) OIL, CARBOMER, BUTYLENE GLYCOL, ETHYLCELLULOSE, MALTODEXTRIN, ETHYLHEXYLGLYCERIN, SODIUM HYDROXIDE, XANTHAN GUM, GLYCINE SOJA (SOYBEAN) OIL, CITRIC ACID, SODIUM CITRATE, PHENOXYETHANOL, SODIUM BENZOATE, POTASSIUM SORBATE, TOCOPHEROL, LINALOOL, LIMONENE, GERANIOL. IL#1A

Tento seznam složek se muže zmenit, podívejte se prosím na obal zakoupeného výrobku.
            ",Womens
shiseido,benefiance nutriperfect eye serum 15ml,73.39,4.65,https://www.sephora.co.uk/p/Shiseido-Benefiance-NutriPerfect-Eye-Serum-15ml,https:////asset.sephora.co.uk/img/products/12864/Shiseido_Benefiance_NutriPerfect_Eye_Serum_15ml_1480604886_listing.jpg,Serums,High-end,"Water(aqua/eau), Butylene Glycol, Glycerin, Cyclopentasiloxane, Carnosine, Alcohol Denat., Myristyl Myristate, Hdi/trimethylol Hexyllactone Crosspolymer, Mineral Oil(paraffinum Liquidum/huile Minerale), Behenyl Alcohol, Stearyl Alcohol, Glyceryl Stearate Se, Isodecyl Neopentanoate, Dimethylacrylamide/sodium Acryloyldimethyltaurate Crosspolymer, Microcrystalline Wax(cera Microcristallina/cire Microcristalline), Polysorbate 60, Peg-40 Stearate, Phenoxyethanol, Paraffin, Fragrance (parfum), Citric Acid, Sorbitan Tristearate, Erythritol, Tocopheryl Acetate, Silica, Xanthan Gum, Trisodium Edta, Panthenyl Ethyl Ether, Potassium Ascorbyl Tocopheryl Phosphate, Sodium Metaphosphate, Glucosyl Hesperidin, Titanium Dioxide (ci 77891), Limonene, Linalool, Iron Oxides (ci 77492), Alpha-isomethyl Ionone, Benzyl Benzoate, Geraniol, Citronellol, Sodium Acetylated Hyaluronate, Aluminum Hydroxide, Bht,   
",Womens
guerlain,super-aqua serum 50ml,112.8,4.115,https://www.sephora.co.uk/p/GUERLAIN-Super-Aqua-Serum-50ml,https:////asset.sephora.co.uk/img/products/103547/guerlain_super_aqua_serum_50ml_1552916427_listing.jpg,Serums,High-end,"Aqua (Water), Glycerin, Squalane, Isohexadecane, Butylene Glycol, Cera Alba (Beeswax), Propanediol, Steareth-20, Jojoba Esters, C12-15 Alkyl Benzoate, Caprylic/Capric/Succinic Triglyceride, Glyceryl Stearate, Polymethyl Methacrylate, Sodium Pca, Phenoxyethanol, Cetyl Alcohol, Stearyl Alcohol, Xanthan Gum, Lactic Acid, Tromethamine, Caprylyl Glycol, Laureth-23, Tocopheryl Acetate, Polyacrylate-13, Sodium Hyaluronate, Stearalkonium Hectorite, Parfum (Fragrance), Polyisobutene, Viola Tricolor Extract, Malva Sylvestris (Mallow) Extract, Propylene Carbonate, Centella Asiatica Leaf Extract, Adenosine, Citronellol, Sorbitan Isostearate, Polysorbate 20, Sodium Carrageenan, Geraniol, Hexyl Cinnamal, Nymphaea Odorata Root Extract, Benzyl Salicylate, Linalool, Ethylhexylglycerin, Tocopherol, Benzyl Benzoate, Maris Sal (Sea Salt), Bht.
            ",Womens
estée lauder,advanced night repair rescue solution serum with 15% bifidus ferment 20ml,56,4.015,https://www.sephora.co.uk/p/ESTEE-LAUDER-Advanced-Night-Repair-Rescue-Solution-Serum-with-15-Bifidus-Ferment-20ml,https:////asset.sephora.co.uk/img/products/177104/estee_lauder_advanced_night_repair_rescue_solution_serum_with_15_bifidus_ferment_20ml-1697440622_listing.jpg,Serums,High-end,"WATER\AQUA\EAU, BIFIDA FERMENT LYSATE, PEG-8, BUTYLENE GLYCOL, GLYCERIN, POLYSORBATE 80, BIS-PEG-18 METHYL ETHER DIMETHYL SILANE, TRIPEPTIDE-32, HYDROLYZED YEAST PROTEIN, LACTOBACILLUS FERMENT, SODIUM HYALURONATE, CAFFEINE, HYPNEA MUSCIFORMIS EXTRACT, CITRULLUS LANATUS (WATERMELON) FRUIT EXTRACT, LENS ESCULENTA (LENTIL) FRUIT EXTRACT, PYRUS MALUS (APPLE) FRUIT EXTRACT, MAGNOLIA GRANDIFLORA BARK EXTRACT, POLYGONUM CUSPIDATUM ROOT EXTRACT, PORIA COCOS SCLEROTIUM EXTRACT, SILYBUM MARIANUM (LADY'S THISTLE) EXTRACT, SAPINDUS MUKOROSSI FRUIT EXTRACT, ANTHEMIS NOBILIS (CHAMOMILE) FLOWER EXTRACT, SODIUM LACTATE, ETHYLHEXYLGLYCERIN, POTASSIUM GLUCONATE, SODIUM PCA, CAESALPINIA SPINOSA GUM, SUCROSE, CAPRYLYL GLYCOL, HEXYLENE GLYCOL, CARBOMER, XANTHAN GUM, PPG-6-DECYLTETRADECETH-30, PPG-5-CETETH-20, BHT, DISODIUM EDTA, SODIUM HYDROXIDE, POTASSIUM SORBATE, PHENOXYETHANOL, SODIUM BENZOATE, RED 4 (CI 14700), YELLOW 5 (CI 19140) <ILN51256
            ",Womens
dior,capture totale super potent eye serum 20ml,65.7,4.465,https://www.sephora.co.uk/p/DIOR-Capture-Totale-Eye-Serum-20ml,https:////asset.sephora.co.uk/img/products/142219/dior_capture_totale_super_potent_eye_serum_20ml_1636541237_listing.jpg,Serums,High-end,"Aqua (water), Glycerin, Propanediol, Niacinamide, Butylene Glycol, Diglycerin, Polyglycerin-3, Boron Nitride, Aframomum Angustifolium Seed Extract, Paeonia Lactiflora Root Extract, Lilium Candidum Bulb Extract, Jasminum Officinale (jasmine) Flower Extract, Avena Sativa (oat) Kernel Extract, Saccharomyces Cerevisiae Extract, Secale Cereale (rye) Seed Extract, Ascorbyl Glucoside, Adenosine, Sodium Tocopheryl Phosphate, Palmaria Palmata Extract, Hydrolyzed Soy Protein, Alcohol, Xylitol, Chlorphenesin, Parfum (fragrance), Hydroxyacetophenone, Ci 77891 (titanium Dioxide), Sodium Hydroxide, Sodium Surfactin, Pyrus Cydonia Seed Extract, Sodium Benzoate, Biosaccharide Gum-2 Ingredients Listing, 1,2-hexanediol, Sodium Acetylated Hyaluronate, Sodium Metabisulfite, Potassium Sorbate, Trehalose, Pentylene Glycol, Carbomer, Acrylates/c10-30 Alkyl Acrylate Crosspolymer, Mica, Caprylyl Glycol.
            ",Womens
guerlain,abeille royale daily repair serum 50ml,118.4,4.035,https://www.sephora.co.uk/p/GUERLAIN-Abeille-Royale-Daily-Repair-Serum-50ml,https:////asset.sephora.co.uk/img/products/55187/GUERLAIN_Abeille_Royale_Serum_50ml_1422010996_listing.jpg,Serums,High-end,"Aqua (Water), Glycerin, Mel (Honey), Royal Jelly, Propanediol, Phenoxyethanol, Glyceryl Polymethacrylate, Caprylic/Capric Triglyceride, Pentylene Glycol, Propylene Glycol, Hydrogenated Polyisobutene, Methyl Gluceth-20, Hydroxyethylcellulose, Parfum (Fragrance), Peg-8, Calcium Alginate, Ethylhexyl Methoxycinnamate, Tocopheryl Acetate, Gellan Gum, Synthetic Fluorphlogopite, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Sodium Polyacrylate, Centella Asiatica Leaf Extract, Ci 77891 (Titanium Dioxide), Adenosine, Tetrasodium Edta, Butyl Methoxydibenzoylmethane, Butylene Glycol Dicaprylate/Dicaprate, Malva Sylvestris (Mallow) Extract, Tromethamine, Limonene, Sodium Lactate, Benzyl Salicylate, Ci 77491 (Iron Oxides), Sodium Metabisulfite, Geraniol, Hydroxycitronellal, Bht, Alpha-Isomethyl Ionone, Citronellol, Linalool, Ci 19140 (Yellow 5), Palmitoyl Hexapeptide-12, Tocopherol, Ci 14700 (Red 4)
            ",Womens
guerlain,abeille royale double r renew & repair advanced serum 30ml,93.75,4.475,https://www.sephora.co.uk/p/GUERLAIN-Abeille-Royale-Double-R-Renew-and-Repair-Advanced-Serum-30ml,https:////asset.sephora.co.uk/img/products/165028/guerlain_abeille_royale_double_r_renew_repair_advanced_serum_30ml-1701937078_listing.jpg,Serums,High-end,"#16937   INGREDIENTS: AQUA (WATER) , GLYCERIN , PROPANEDIOL , ALCOHOL , GLUCONOLACTONE , BUTYLENE GLYCOL , PENTYLENE GLYCOL , CAPRYLIC/CAPRIC TRIGLYCERIDE , SQUALANE , ALBIZIA JULIBRISSIN BARK EXTRACT , MEL (HONEY) , DIGLYCERIN , ROYAL JELLY , SODIUM HYDROXIDE , POLYACRYLATE CROSSPOLYMER-6 , LAUROYL LYSINE , COCO-CAPRYLATE/CAPRATE , GLYCERYL STEARATE , LIMNANTHES ALBA (MEADOWFOAM) SEED OIL , AVENA SATIVA (OAT) KERNEL EXTRACT , PARFUM (FRAGRANCE) , GLYCOLIC ACID , SORBITOL , MEL EXTRACT (HONEY EXTRACT) , CHLORPHENESIN , CARBOMER , CITRIC ACID , PPG-26-BUTETH-26 , LACTIC ACID , SODIUM MAGNESIUM SILICATE , DIMETHICONE , XANTHAN GUM , SODIUM HYALURONATE , SODIUM STEAROYL GLUTAMATE , PEG-40 HYDROGENATED CASTOR OIL , ALGIN , SODIUM BENZOATE , SODIUM CITRATE , HYDROLYZED SOY FLOUR , MALVA SYLVESTRIS (MALLOW) EXTRACT , TRISODIUM ETHYLENEDIAMINE DISUCCINATE , HYDROXYACETOPHENONE , ADENOSINE , ROSMARINUS OFFICINALIS (ROSEMARY) LEAF EXTRACT , POLYVINYL ALCOHOL , BIOSACCHARIDE GUM-2 , CAPRYLYL GLYCOL , CARAMEL , CELLULOSE GUM , T-BUTYL ALCOHOL , POTASSIUM SORBATE , CI 77492 (IRON OXIDES) , LACTOBACILLUS FERMENT LYSATE , YEAST FERMENT EXTRACT , TOCOPHEROL , SILICA , CI 77491 (IRON OXIDES)
            ",Womens
dior,prestige le micro eye serum de rose 20ml,170.1,4.545,https://www.sephora.co.uk/p/DIOR-Prestige-Le-Micro-Eye-Serum-de-Rose-20ml,https:////asset.sephora.co.uk/img/products/150369/dior_prestige_le_micro_eye_serum_de_rose_20ml_1632989128_listing.jpg,Serums,High-end,"Aqua (water), Glycerin, Propanediol, Pentylene Glycol, Butylene Glycol, Diglycerin, Polyglycerin-3, Boron Nitride, Rose Extract, Malva Sylvestris (mallow) Extract, Avena Sativa (oat) Kernel Extract, Tocopheryl Acetate, Saccharomyces Cerevisiae Extract, Sodium Hyaluronate, Rosa Centifolia Flower Water, Adenosine, Alcohol, Synthetic Fluorphlogopite, Ci 77891 (titanium Dioxide), Chlorphenesin, Parfum (fragrance), Helianthus Annuus (sunflower) Seed Oil, Sodium Hydroxide, Menthoxypropanediol, Pyrus Cydonia Seed Extract, Xanthan Gum, Citric Acid, Sodium Benzoate, Biosaccharide Gum-2, 1,2-hexanediol, Potassium Sorbate, Ci 77491 (iron Oxides), Tropaeolum Majus Flower/leaf/stem Extract, Tin Oxide, Ci 75470 (carmine), Ci 19140 (yellow 5), Carbomer, Acrylates/c10-30 Alkyl Acrylate Crosspolymer, Caprylyl Glycol.
            ",Womens
shiseido,bio performance skin filler infill night & full expansion day serum duo,199.31,4.615,https://www.sephora.co.uk/p/SHISEIDO-BIO-PERFORMANCE-Skin-Filler-Infill-Night-and-Full-Expansion-Day-Serum-2x-30ml,https:////asset.sephora.co.uk/img/products/174862/shiseido_bio_performance_skin_filler_infill_night_full_expansion_day_serum_2x_30ml-1691047619_listing.jpg,Serums,High-end,"INFILL SERUM (NIGHT)

INGREDIENTS:WATER(AQUA/EAU),DIPROPYLENE GLYCOL,ALCOHOL DENAT.,BUTYLENE GLYCOL,MAGNESIUM CHLORIDE,GLYCERIN,PEG/PPG-17/4 DIMETHYL ETHER,SODIUM HYALURONATE,PEG-6,PEG-32,HYDROXYETHYL UREA,LAURYL BETAINE,LACTIC ACID,LAVANDULA ANGUSTIFOLIA (LAVENDER) OIL,PEG-150,PPG-13-DECYLTETRADECETH-24,TRIETHANOLAMINE,SODIUM CITRATE,DISODIUM EDTA,CITRIC ACID,AMMONIUM LACTATE,TOCOPHEROL,PHENOXYETHANOL,SODIUM BENZOATE,  



FULL EXPANSION SERUM (DAY)

INGREDIENTS:WATER(AQUA/EAU),DIMETHICONE,BUTYLENE GLYCOL,DIPROPYLENE GLYCOL,ALCOHOL,GLYCERIN,BEHENYL ALCOHOL,TRIETHYLHEXANOIN,SILICA,PHYTOSTERYL/OCTYLDODECYL LAUROYL GLUTAMATE,ALPHA-GLUCAN OLIGOSACCHARIDE,AMINOPROPYL DIMETHICONE,TRIFOLIUM PRATENSE (CLOVER) FLOWER EXTRACT (TRIFOLIUM PRATENSE FLOWER EXTRACT),LAVANDULA ANGUSTIFOLIA (LAVENDER) OIL,BUPLEURUM FALCATUM ROOT EXTRACT,BATYL ALCOHOL,HYDROGENATED PALM OIL,BEHENIC ACID,ELAEIS GUINEENSIS (PALM) KERNEL OIL,PEG-60 GLYCERYL ISOSTEARATE,PEG-10 DIMETHICONE,ELAEIS GUINEENSIS (PALM) OIL,TOCOPHEROL,SODIUM METAPHOSPHATE,POTASSIUM HYDROXIDE,SODIUM METABISULFITE,CINNAMOMUM CASSIA BARK EXTRACT,CITRIC ACID,PHENOXYETHANOL,  
",Womens
shiseido,liftdefine radiance night concentrate - serum 40ml,118.02,4.865,https://www.sephora.co.uk/p/SHISEIDO-LiftDefine-Radiance-Night-Concentrate-Serum-40-ml,https:////asset.sephora.co.uk/img/products/175606/shiseido_liftdefine_radiance_night_concentrate_serum_40ml-1728890197_listing.jpg,Serums,High-end,"WATER(AQUA/EAU) • DIPROPYLENE GLYCOL • GLYCERIN • DIMETHICONE • BUTYLENE GLYCOL • BEHENYL ALCOHOL • MALTITOL • TRIETHYLHEXANOIN • POTASSIUM • METHOXYSALICYLATE • PEG/PPG-14/7 DIMETHYL ETHER • TRIMETHYLSILOXYSILICATE • PHYTOSTERYL/OCTYLDODECYL LAUROYL GLUTAMATE • TOCOPHERYL ACETATE • ROSA DAMASCENA FLOWER WATER • 2-0-ETHYL ASCORBIC ACID • CAFFEINE • ECTOIN • LAVANDULA ANGUSTIFOLIA (LAVENDER) OIL • GLYCYRRHIZA GLABRA (LICORICE) ROOT EXTRACT • ANGELICA ACUTILOBA ROOT EXTRACT • ANGELICA KEISKEI • LEAF/STEM EXTRACT • OLEA EUROPAEA /OLIVEI LEAF EXTRACT • IRIS FLORENTINA ROOT EXTRACT • SANGUISORBA OFFICINALIS ROOT EXTRACT • LAMIUM ALBUM FLOWER/LEAF/STEM EXTRACT • CAMELLIA SINENSIS LEAF EXTRACT • INOSITOL • CARTHAMUS TINCTORIUS (SAFFLOWER) FLOWER EXTRACT • PINUS SYLVESTRIS CONE EXTRACT • ZIZIPHUS JUJUBA FRUIT EXTRACT • ROSMARINUS OFFICINALIS (ROSEMARY\\ LEAF EXTRACT (ROSMARINUS OFFICINALIS LEAF EXTRACT) • BUPLEURUM FALCATUM ROOT EXTRACT • ACHILLEA MILLEFOLIUM EXTRACT • NASTURTIUM OFFICINALE LEAF/STEM EXTRACT • POLYVINYL ALCOHOL • BATYL ALCOHOL • BEHENIC ACID • PEG-60 GLYCERYL ISOSTEARATE • PEG-10 DIMETHICONE • MYRISTYL MYRISTATE • POTASSIUM HYDROXIDE • DISODIUM EDTA • SODIUM CITRATE • ALCOHOL • CITRIC ACID - SODIUM METAPHOSPHATE • PPG-3 DIPIVALATE • LIMONENE • HEXYL CINNAMAL • LINALOOL • TOCOPHEROL • CITRONELLOL • SODIUM METABISULFITE • CINNAMOMUM CASSIA BARK EXTRACT • ALPINIA SPECIOSA LEAF EXTRACT • CELLULOSE • PHENOXYETHANOL-FRAGRANCE (PARFUM) • IRON OXIDES (CI 77492) • IRON OXIDES (CI 77492)
            ",Womens
estée lauder,nutritious radiant essence lotion 200ml,29.6,3.785,https://www.sephora.co.uk/p/ESTEE-LAUDER-Nutritious-Radiant-Essence-Lotion-200ml,https:////asset.sephora.co.uk/img/products/171331/estee_lauder_nutritious_radiant_essence_lotion_200ml_1686753167_listing.jpg,Serums,High-end,"WATER\AQUA\EAU, PROPANEDIOL, NIACINAMIDE, GLYCERIN, BUTYLENE GLYCOL, LAMINARIA SACCHARINA EXTRACT, PORPHYRIDIUM CRUENTUM EXTRACT, LACTOBACILLUS FERMENT, HYDROLYZED RICE EXTRACT, PUNICA GRANATUM (POMEGRANATE) EXTRACT, ZINC PCA, DIPOTASSIUM GLYCYRRHIZATE, CAMELLIA SINENSIS (GREEN TEA) LEAF EXTRACT, SODIUM HYALURONATE, CAFFEINE, NARCISSUS TAZETTA BULB EXTRACT, CUCUMIS SATIVUS (CUCUMBER) FRUIT EXTRACT, SUCROSE (ORGANIC BROWN SUGAR), SODIUM DILAURAMIDOGLUTAMIDE LYSINE, CITRIC ACID, SODIUM CITRATE, CAPRYLYL GLYCOL, SODIUM HYDROXIDE, POLYGLYCERYL-6 CAPRYLATE, POLYGLYCERYL-4 CAPRATE, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, PHENOXYETHANOL .
            ",Womens
estée lauder,limited edition stellar advanced night repair serum 50ml,89,3.675,https://www.sephora.co.uk/p/ESTEE-LAUDER-Limited-Edition-Stellar-Advanced-Night-Repair-Serum-50ml,https:////asset.sephora.co.uk/img/products/176545/estee_lauder_limited_edition_stellar_advanced_night_repair_serum_50ml-1695826265_listing.jpg,Serums,High-end,"WATER\AQUA\EAU, BIFIDA FERMENT LYSATE, PEG-8, PROPANEDIOL, BIS-PEG-18 METHYL ETHER DIMETHYL SILANE, METHYL GLUCETH-20, GLYCERETH-26, PEG-75, BUTYLENE GLYCOL, ADANSONIA DIGITATA SEED EXTRACT, TRIPEPTIDE-32, SODIUM HYALURONATE, YEAST EXTRACT\FAEX\EXTRAIT DE LEVURE, LACTOBACILLUS FERMENT, COLA ACUMINATA (KOLA) SEED EXTRACT, ANTHEMIS NOBILIS (CHAMOMILE) FLOWER EXTRACT, HYDROLYZED ALGIN, PANTETHINE, CAFFEINE, LECITHIN, SODIUM RNA, BISABOLOL, SQUALANE, GLYCERIN, OLETH-3 PHOSPHATE, CAPRYLYL GLYCOL, OLETH-3, OLETH-5, CHOLETH-24, HYDROGENATED LECITHIN, JOJOBA WAX PEG-120 ESTERS, CETETH-24, TOCOPHERYL ACETATE, CARBOMER, TRIETHANOLAMINE, TETRASODIUM EDTA, BHT, XANTHAN GUM, POTASSIUM SORBATE, DISODIUM EDTA, PHENOXYETHANOL, RED 4 (CI 14700), YELLOW 5 (CI 19140) 
",Womens
shiseido,ultimune face serum 75ml,115,4.695,https://www.sephora.co.uk/p/Shiseido-Ultimune-Face-Serum-75ml,https:////asset.sephora.co.uk/img/products/157828/shiseido_ultimune_face_serum_75ml_1633700776_listing.jpg,Serums,High-end,"Water (Aqua/Eau), Alcohol Denat., Glycerin, Butylene Glycol, Dimethicone, Diglycerin, Peg/ppg-17/4 Dimethyl Ether, Phenoxyethanol, Triethylhexanoin, Isodecyl Neopentanoate, Trehalose, Ammonium Acryloyldimethyltaurate/beheneth-25 Methacrylate Crosspolymer, Peg-14m, Acrylates/c10-30 Alkyl Acrylate Crosspolymer, Peg/ppg-14/7 Dimethyl Ether, Tocopheryl Acetate, Rosa Damascena Flower Water, Alcohol, Fragrance (Parfum), Disodium Edta, Potassium Hydroxide, Silica, Isoceteth-10, Linalool, Lauryl Betaine, Sodium Metabisulfite, Ginkgo Biloba Leaf Extract, Geraniol, Citronellol, Origanum Majorana Leaf Extract, Nelumbo Nucifera Germ Extract, Hydroxyproline, Houttuynia Cordata Extract, Sanguisorba Officinalis Root Extract, Sodium Carboxymethyl Beta-glucan, Thymus Serpyllum Extract, Bht, Lactobacillus/hibiscus Sabdariffa Flower Ferment Filtrate, Perilla Ocymoides Leaf Extract, Sodium Bicarbonate, Iris Florentina Root Extract, Sodium Benzoate, Ganoderma Lucidum (Mushroom) Stem Extract.
            ",Womens
augustinus bader,the eyebrow and lash enhancing serum 8ml,120,4.085,https://www.sephora.co.uk/p/Augustinus-Bader-The-Eyebrow-and-Lash-Enhancing-Serum-8ml,https:////asset.sephora.co.uk/img/products/168133/augustinus_bader_the_eyebrow_and_lash_enhancing_serum_8ml-1700554562_listing.jpg,Serums,High-end,"AQUA/WATER/EAU, POLYGLYCERYL-10 STEARATE, PENTYLENE GLYCOL, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, UNDARIA PINNATIFIDA EXTRACT, PANTHENOL, PROPANEDIOL, GLYCERIN, POLYGLYCERYL-3 DIISOSTEARATE, CARTHAMUS TINCTORIUS FLOWER EXTRACT, HIBISCUS SABDARIFFA FLOWER EXTRACT, SODIUM BENZOATE, CARBOMER, RICINUS COMMUNIS (CASTOR) SEED OIL, CITRIC ACID, O-CYMEN-5-OL, HYDROLYZED HYALURONIC ACID, BIOTIN, HYDROLYZED RICE PROTEIN, MALTODEXTRIN, CHONDRUS CRISPUS (CARRAGEENAN) EXTRACT, SODIUM HYDROXIDE, LACTIC ACID, SODIUM HYALURONATE, ALOE BARBADENSIS LEAF JUICE POWDER, CAMELLIA SINENSIS LEAF EXTRACT, HYDROGENATED LECITHIN, TOCOPHERYL ACETATE, XANTHAN GUM, POTASSIUM SORBATE, TOCOPHEROL, ALANYL GLUTAMINE, ARGININE, OLIGOPEPTIDE-177, PHENYLALANINE, SISYMBRIUM IRIO SEED OIL, SODIUM CHLORIDE.
            ",Womens
